name,scr,naming,conditional,events,loop,proc,lists,dp,sensors,media,social,connect,draw,operator,ui,total
proj0_72,1,3,0,2,0,0,0,0,0,0,0,0,1,2,2,11
proj0_73,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,6
proj0_75,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj0_77,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
proj0_8,3,1,2,2,0,0,2,2,0,0,0,0,0,3,3,18
proj0_86,2,2,0,2,0,0,0,0,0,1,0,0,0,0,2,9
proj0_9,1,2,0,3,0,0,1,0,0,2,1,0,1,3,3,17
proj0_91,3,3,0,2,0,0,0,0,0,1,0,0,0,0,3,12
proj0_92,1,1,1,3,0,0,0,0,1,0,0,2,0,0,1,10
proj0_93,1,2,1,3,0,0,0,0,1,1,0,0,3,3,2,17
proj0_94,2,3,2,3,0,0,0,1,1,1,0,0,0,3,3,19
proj0_95,1,3,0,2,0,2,0,0,1,1,0,0,3,3,2,18
proj0_96,1,2,2,3,0,3,0,0,0,1,0,0,3,3,2,20
proj0_97,3,2,2,3,0,3,2,0,3,2,0,0,3,3,3,29
proj0_98,2,2,0,3,3,1,1,0,1,1,0,0,3,2,2,21
proj0_99,1,3,0,3,0,0,0,0,1,0,0,0,3,3,2,16
proj1_1,1,0,2,2,0,0,0,0,0,1,0,0,0,3,3,12
proj1_10,3,3,0,1,0,0,0,0,0,0,0,0,0,1,2,10
proj1_100,2,3,0,2,0,0,0,0,0,0,0,0,0,0,2,9
proj1_11,3,3,1,2,0,0,0,0,0,0,0,0,0,3,3,15
proj1_13,2,3,2,3,0,0,0,0,3,2,0,0,3,3,2,23
proj1_14,1,3,3,3,3,3,2,0,0,0,0,0,3,3,2,26
proj1_15,1,3,0,1,0,0,0,0,0,0,0,0,0,3,3,11
proj1_16,1,2,2,3,0,0,0,0,1,2,0,0,3,3,2,19
proj1_17,1,2,1,3,0,0,1,2,0,2,0,0,0,2,2,16
proj1_18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5
proj1_19,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,8
proj1_2,1,3,0,2,0,0,0,0,0,0,0,0,3,2,2,13
proj1_20,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4
proj1_21,2,2,1,2,2,0,0,0,0,0,0,0,0,2,0,11
proj1_22,1,0,0,3,0,0,0,0,0,1,0,0,3,3,2,13
proj1_23,2,1,0,2,0,0,0,0,1,0,0,0,3,1,3,13
proj1_24,3,2,0,2,0,0,0,0,0,0,0,1,0,0,3,11
proj1_25,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,8
proj1_26,1,1,0,2,0,0,0,0,0,0,0,0,1,0,2,7
proj1_27,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,7
proj1_28,3,0,3,3,0,0,2,0,0,1,0,0,3,3,2,20
proj1_29,2,2,0,2,0,0,0,0,0,1,0,1,0,0,2,10
proj1_3,1,2,1,3,0,0,0,0,1,0,0,2,0,0,2,12
proj1_30,1,2,2,2,2,3,1,0,0,0,0,0,3,3,2,21
proj1_31,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj1_32,1,3,0,2,0,3,0,0,1,1,0,0,3,3,1,18
proj1_33,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,7
proj1_34,3,1,0,2,1,2,0,0,1,1,0,0,0,3,2,16
proj1_35,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj1_36,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,7
proj1_4,1,2,1,3,0,0,0,0,1,0,0,2,0,0,2,12
proj1_47,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
proj1_48,1,1,0,1,0,0,2,0,0,2,0,0,0,0,1,8
proj1_49,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,6
proj1_5,1,2,1,3,0,0,0,0,1,0,0,2,0,0,2,12
proj1_50,2,2,2,2,0,3,3,0,0,0,0,0,0,3,3,20
proj1_51,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj1_52,1,2,2,3,0,0,1,0,2,0,0,2,0,3,3,19
proj1_53,1,2,2,3,0,0,0,0,1,0,0,0,3,3,1,16
proj1_54,1,2,2,3,0,3,1,0,2,3,2,0,1,3,2,25
proj1_55,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj1_57,1,2,0,3,0,0,0,0,0,0,0,0,1,2,2,11
proj1_59,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
proj1_6,1,2,1,3,0,0,0,0,1,0,0,2,0,0,2,12
proj1_60,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,8
proj1_66,1,3,1,1,0,1,0,0,0,0,0,0,0,3,2,12
proj1_67,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,8
proj1_68,1,2,0,0,0,1,0,0,0,0,0,0,0,3,2,9
proj1_69,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj1_7,1,3,1,1,0,0,0,0,0,0,0,0,0,3,2,11
proj1_70,1,2,2,2,0,0,2,0,0,0,0,0,0,3,2,14
proj1_71,1,0,1,2,0,3,2,0,1,1,0,0,0,3,2,16
proj1_72,1,2,2,3,0,3,0,0,2,1,0,0,3,3,2,22
proj1_73,1,2,2,3,0,1,0,0,2,1,0,0,3,3,2,20
proj1_74,2,3,0,3,0,0,2,0,0,2,0,0,1,2,2,17
proj1_75,1,2,1,3,0,1,0,0,1,2,0,0,3,3,2,19
proj1_76,1,3,0,3,0,0,1,0,0,3,0,0,0,1,2,14
proj1_77,1,2,1,3,0,3,0,0,0,1,0,0,3,3,2,19
proj1_78,1,2,2,3,0,3,0,0,2,1,0,0,3,3,2,22
proj1_79,3,3,0,2,0,0,0,0,0,0,0,0,0,2,1,11
proj1_8,1,3,1,1,0,0,0,0,0,0,0,0,0,3,2,11
proj1_80,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj1_81,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,7
proj1_82,1,3,2,3,0,2,0,0,1,1,0,2,0,3,3,21
proj1_83,1,3,0,2,0,0,0,0,1,0,0,0,0,3,2,12
proj1_84,1,2,2,3,2,3,2,3,3,3,2,3,0,3,3,35
proj1_85,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,7
proj1_86,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,6
proj1_87,1,3,1,3,0,0,0,0,0,0,0,0,3,3,2,16
proj1_88,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,8
proj1_9,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2,11
proj1_90,3,3,0,1,0,0,0,0,0,0,0,0,0,0,3,10
proj1_91,1,2,2,3,0,0,2,0,1,0,0,2,0,2,3,18
proj1_92,3,3,3,3,2,3,2,2,1,2,1,0,3,3,3,34
proj1_93,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5
proj1_94,1,2,2,1,0,0,0,0,0,0,0,0,0,3,3,12
proj1_95,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj1_96,1,1,1,3,0,0,0,0,1,1,0,0,3,3,2,16
proj1_97,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,7
proj1_98,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,6
proj1_99,1,3,1,1,0,1,0,0,0,0,0,0,0,3,2,12
proj2_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_100,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_101,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4
proj2_102,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
proj2_104,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_106,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4
proj2_107,1,3,1,2,0,0,0,0,1,1,0,0,1,3,3,16
proj2_108,1,3,0,2,0,0,0,0,0,0,0,0,3,3,2,14
proj2_109,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5
proj2_11,1,2,1,3,0,1,0,0,1,2,0,0,3,3,2,19
proj2_110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj2_111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj2_112,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5
proj2_113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj2_114,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5
proj2_115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj2_116,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_118,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_119,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_12,1,2,2,3,0,3,0,0,0,1,0,0,3,3,2,20
proj2_120,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5
proj2_121,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_122,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5
proj2_123,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_124,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,7
proj2_125,1,2,2,3,0,3,0,0,1,0,0,0,3,3,2,20
proj2_126,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
proj2_127,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
proj2_128,2,2,1,3,0,0,0,0,1,0,0,3,0,3,3,18
proj2_129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4
proj2_13,1,3,2,2,0,0,2,0,0,0,0,0,0,3,2,15
proj2_130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4
proj2_131,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_132,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
proj2_133,2,3,3,3,3,2,2,2,1,0,0,0,3,3,3,30
proj2_134,2,0,2,3,0,0,0,0,1,0,0,2,0,3,3,16
proj2_135,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj2_136,1,3,2,2,3,3,2,0,0,0,0,0,0,3,2,21
proj2_14,1,2,1,2,0,0,0,2,0,1,1,0,0,1,2,13
proj2_15,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj2_16,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_18,3,2,2,3,3,2,2,0,1,1,3,1,0,3,3,29
proj2_19,1,2,1,3,0,3,0,0,1,0,0,0,3,3,2,19
proj2_2,1,3,2,3,0,0,0,0,1,0,0,0,3,3,1,17
proj2_20,2,2,3,3,1,2,2,2,0,2,1,0,1,3,3,27
proj2_21,2,1,2,2,0,0,0,2,0,0,0,0,0,3,2,14
proj2_22,1,2,0,0,0,0,0,2,1,2,0,0,3,0,2,13
proj2_23,1,2,1,2,0,0,0,2,1,0,0,1,0,3,2,15
proj2_24,1,2,1,3,0,1,0,0,1,0,0,3,0,0,2,14
proj2_25,2,3,1,3,0,3,0,0,1,3,0,0,0,3,3,22
proj2_26,1,2,3,2,3,0,2,2,1,0,1,0,0,2,2,21
proj2_27,3,0,3,3,0,0,2,3,1,0,0,0,0,3,3,21
proj2_28,2,1,2,2,0,0,0,2,0,0,0,0,0,3,2,14
proj2_29,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,7
proj2_3,1,2,0,3,0,0,0,0,0,0,0,0,3,2,1,12
proj2_30,2,1,1,3,0,0,0,0,1,2,0,0,0,3,2,15
proj2_31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_32,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
proj2_33,1,2,0,0,0,0,0,1,1,0,0,0,3,0,2,10
proj2_34,1,2,1,2,0,0,0,2,1,0,0,1,0,3,2,15
proj2_35,2,2,1,2,0,0,0,2,1,0,0,1,0,3,3,17
proj2_36,3,1,3,3,3,3,2,3,1,3,1,1,1,3,3,34
proj2_37,3,1,3,3,3,3,2,3,1,3,1,1,1,3,3,34
proj2_38,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_39,2,1,0,2,0,0,0,0,0,1,1,0,0,0,1,8
proj2_4,1,3,0,1,0,0,0,0,0,1,0,0,0,2,1,9
proj2_41,2,3,1,2,0,1,0,3,1,0,0,0,0,3,2,18
proj2_42,2,3,1,3,0,0,0,0,1,0,0,0,1,3,3,17
proj2_43,3,3,1,2,0,0,0,0,0,0,0,0,0,1,3,13
proj2_44,1,0,1,3,0,0,0,0,1,0,0,2,0,0,2,10
proj2_45,1,0,1,3,0,0,0,2,2,0,1,2,0,3,1,16
proj2_48,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,6
proj2_49,2,3,2,2,0,3,0,0,0,1,0,0,0,2,3,18
proj2_5,1,2,0,2,0,3,0,0,1,1,0,0,3,3,2,18
proj2_50,1,2,2,3,0,3,1,0,2,3,2,0,1,3,2,25
proj2_51,2,2,1,3,0,0,0,2,1,0,0,0,0,3,3,17
proj2_52,3,2,0,1,0,0,0,0,0,0,0,0,0,1,3,10
proj2_53,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,6
proj2_54,3,3,1,2,0,0,0,0,1,1,0,0,0,3,3,17
proj2_55,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,6
proj2_56,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,7
proj2_57,2,2,0,1,0,0,0,0,0,1,0,0,3,3,2,14
proj2_58,3,3,1,3,0,0,0,0,0,0,0,2,0,0,3,15
proj2_59,1,2,0,2,0,0,0,0,0,1,0,0,0,0,3,9
proj2_6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
proj2_60,1,1,1,1,0,2,0,0,1,0,0,0,3,3,1,14
proj2_61,3,2,2,2,3,2,1,1,0,0,0,0,0,3,2,21
proj2_62,1,2,1,2,0,0,0,0,0,2,0,0,0,2,2,12
proj2_63,1,2,1,2,0,0,0,0,0,0,0,0,2,3,2,13
proj2_64,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,7
proj2_65,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,7
proj2_66,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
proj2_67,2,1,1,3,0,0,0,0,1,2,0,0,0,3,2,15
proj2_68,3,0,3,3,0,0,2,3,1,0,0,0,0,3,3,21
proj2_69,3,0,3,3,0,0,2,0,0,1,0,0,3,3,3,21
proj2_7,2,1,0,2,0,0,0,0,1,0,0,0,3,1,3,13
proj2_70,1,2,1,3,0,0,0,0,1,0,0,2,0,2,3,15
proj2_71,1,2,1,3,0,0,1,1,1,0,0,1,1,3,2,17
proj2_72,3,2,1,3,0,2,1,0,1,1,0,1,3,3,3,24
proj2_73,3,2,2,3,1,3,1,2,2,3,0,0,0,3,2,27
proj2_74,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,7
proj2_75,3,0,0,2,0,0,0,0,0,1,0,0,0,0,2,8
proj2_76,2,2,3,3,3,3,2,2,1,0,0,0,3,3,3,30
proj2_77,2,1,1,2,0,0,0,0,1,0,0,0,0,3,3,13
proj2_78,1,3,1,2,3,3,2,0,1,0,0,0,0,3,2,21
proj2_79,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_8,3,2,0,2,0,0,0,0,0,0,0,1,0,0,3,11
proj2_80,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
proj2_81,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
proj2_82,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
proj2_83,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
proj2_84,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
proj2_85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj2_86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
proj2_87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj2_88,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5
proj2_89,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj2_90,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5
proj2_91,2,1,1,2,0,0,0,0,1,0,0,0,0,3,3,13
proj2_92,2,2,1,2,0,0,0,2,0,0,0,0,0,3,3,15
proj2_93,2,0,1,3,0,0,0,0,0,0,0,0,3,3,1,13
proj2_94,1,3,0,1,0,0,0,0,0,0,0,0,0,2,3,10
proj2_96,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,7
proj2_97,1,3,2,3,0,1,0,0,1,1,0,0,3,3,2,20
proj2_98,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,5
proj2_99,2,0,1,2,0,0,0,0,0,0,0,0,1,3,3,12
proj3_1,1,1,2,3,3,3,2,0,1,1,0,0,3,3,1,24
proj3_10,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5
proj3_100,1,3,0,2,0,0,0,0,0,0,0,0,3,3,2,14
proj3_101,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
proj3_102,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
proj3_103,1,2,0,2,0,0,0,0,0,1,0,0,0,1,3,10
proj3_104,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,7
proj3_105,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
proj3_106,1,0,1,3,0,0,1,1,0,3,0,0,0,1,2,13
proj3_107,1,3,2,3,0,3,0,0,1,0,0,0,3,3,2,21
proj3_108,3,1,1,2,0,0,0,2,0,0,0,0,0,3,1,13
proj3_109,1,2,2,2,2,3,1,0,0,0,0,0,3,3,2,21
proj3_11,1,2,0,2,0,0,0,0,0,1,0,0,0,0,1,7
proj3_110,3,0,1,2,0,0,0,0,0,0,0,0,0,2,2,10
proj3_111,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,7
proj3_112,2,3,3,3,3,2,2,2,1,0,0,0,3,3,3,30
proj3_113,1,2,2,2,2,3,1,0,0,0,0,0,3,3,2,21
proj3_114,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5
proj3_115,2,2,3,3,0,1,1,2,1,1,0,0,0,3,3,22
proj3_116,1,2,2,2,0,3,1,0,1,0,0,3,0,3,3,21
proj3_117,1,2,2,3,0,1,0,0,1,0,0,0,3,3,2,18
proj3_118,3,3,1,3,0,0,0,0,0,0,0,2,0,0,3,15
proj3_119,3,3,1,3,0,0,0,0,0,0,0,2,0,0,3,15
proj3_12,1,3,1,2,3,3,2,0,1,0,0,0,0,3,2,21
proj3_120,2,1,0,2,0,0,0,1,1,0,1,0,0,1,1,10
proj3_121,1,3,1,2,0,0,0,0,0,1,0,0,0,1,0,9
proj3_122,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj3_123,2,3,0,2,0,3,0,0,1,1,0,0,3,3,3,21
proj3_124,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj3_125,1,1,0,2,0,0,0,0,1,0,0,0,1,0,2,8
proj3_126,1,2,0,1,0,0,0,0,2,0,0,0,3,0,3,12
proj3_127,2,0,1,2,0,0,0,0,0,0,0,0,0,1,2,8
proj3_128,1,3,0,2,0,0,0,0,3,0,0,0,3,3,1,16
proj3_129,1,2,3,3,0,3,0,0,1,2,0,0,3,3,2,23
proj3_13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
proj3_14,1,3,1,1,2,2,0,0,0,0,0,0,0,3,2,15
proj3_15,3,2,2,3,3,3,2,2,2,3,0,1,3,3,3,35
proj3_16,1,0,1,2,0,0,3,0,0,0,0,3,0,2,3,15
proj3_17,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5
proj3_18,2,2,1,2,0,0,0,0,1,0,0,1,0,3,3,15
proj3_19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj3_2,2,2,3,3,0,0,2,0,1,0,0,0,0,3,3,19
proj3_20,1,0,1,3,0,0,0,0,0,0,0,2,0,0,2,9
proj3_21,1,3,1,2,0,0,0,0,1,1,0,0,1,3,3,16
proj3_22,2,2,0,3,0,3,1,0,0,0,0,0,2,3,1,17
proj3_23,1,2,2,3,0,3,0,0,1,0,0,0,3,3,2,20
proj3_24,1,2,1,2,3,1,2,2,0,0,1,0,0,1,1,17
proj3_25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
proj3_26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj3_27,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,5
proj3_28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj3_29,1,3,2,3,0,0,0,0,1,0,0,0,3,3,1,17
proj3_3,1,0,0,3,0,0,0,0,0,1,0,0,1,2,2,10
proj3_30,1,2,0,3,0,0,0,0,0,0,0,0,3,2,1,12
proj3_31,2,2,3,3,0,0,0,2,2,3,2,2,0,3,3,27
proj3_32,2,3,0,1,0,0,0,0,0,1,0,0,0,0,3,10
proj3_33,1,3,0,3,0,0,0,0,0,1,0,0,1,2,2,13
proj3_34,2,1,0,1,0,0,2,0,0,0,2,0,0,1,3,12
proj3_35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj3_36,2,1,1,2,0,0,0,2,0,0,0,0,0,3,3,14
proj3_37,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6
proj3_38,3,3,0,2,0,0,0,0,1,1,0,1,0,1,2,14
proj3_39,3,3,0,2,0,0,0,0,1,1,0,1,0,1,2,14
proj3_4,3,2,2,3,0,3,0,0,1,2,0,0,3,3,2,24
proj3_40,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,7
proj3_41,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,6
proj3_42,1,1,0,1,0,0,0,0,0,0,0,3,0,0,1,7
proj3_43,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
proj3_44,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5
proj3_45,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
proj3_46,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
proj3_47,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5
proj3_48,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,6
proj3_49,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
proj3_5,1,3,1,2,0,0,0,2,1,0,0,0,0,3,2,15
proj3_50,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,5
proj3_51,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,6
proj3_52,1,0,3,2,3,3,2,0,1,0,0,0,0,3,3,21
proj3_53,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,6
proj3_54,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,6
proj3_55,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5
proj3_56,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,5
proj3_57,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,7
proj3_58,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,7
proj3_59,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
proj3_6,2,2,1,3,0,2,0,0,1,0,0,0,3,3,3,20
proj3_60,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
proj3_61,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5
proj3_62,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,7
proj3_63,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5
proj3_64,1,2,1,1,0,1,0,0,0,0,0,0,0,3,2,11
proj3_65,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,7
proj3_66,1,3,1,2,0,3,2,0,0,0,0,0,0,3,2,17
proj3_67,1,2,1,2,0,0,0,2,0,0,0,3,0,1,3,15
proj3_68,1,3,0,2,0,0,0,0,1,0,0,0,3,3,2,15
proj3_69,2,2,1,2,0,1,0,0,0,2,0,0,0,3,1,14
proj3_7,3,0,0,2,0,0,0,0,0,1,0,0,0,1,2,9
proj3_70,3,3,0,1,0,0,0,0,0,0,0,0,0,3,2,12
proj3_71,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5
proj3_72,1,3,1,2,0,1,0,0,0,0,0,0,0,3,3,14
proj3_73,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,7
proj3_74,2,2,2,2,0,0,0,1,0,1,0,0,0,3,2,15
proj3_75,2,1,2,2,0,0,0,2,0,0,0,0,0,3,2,14
proj3_76,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,5
proj3_77,3,2,2,3,2,3,2,2,0,2,0,3,0,3,2,29
proj3_78,1,2,2,3,0,0,0,0,1,0,0,2,0,3,3,17
proj3_79,2,0,1,2,0,0,0,0,0,0,0,0,0,1,2,8
proj3_8,2,2,3,3,0,0,0,1,1,0,0,0,3,3,3,21
proj3_80,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj3_81,1,0,2,3,0,0,0,2,2,0,1,2,0,3,1,17
proj3_82,3,3,2,2,1,3,2,0,1,1,0,0,0,3,3,24
proj3_83,1,2,0,2,0,0,0,0,0,1,0,0,0,1,0,7
proj3_84,3,0,0,2,0,0,0,0,0,1,0,0,0,2,3,11
proj3_85,1,3,2,1,0,0,0,0,0,0,0,0,0,3,2,12
proj3_86,1,2,2,1,0,0,0,0,0,3,0,0,0,3,2,14
proj3_87,1,2,0,2,0,0,0,0,0,0,2,0,0,3,2,12
proj3_88,1,3,0,2,0,0,0,2,0,0,0,0,1,1,3,13
proj3_89,1,3,1,2,0,0,0,0,1,1,0,0,1,3,3,16
proj3_9,3,1,0,3,0,0,0,0,1,1,0,0,1,3,2,15
proj3_90,1,3,2,3,0,1,0,0,1,1,0,0,3,3,2,20
proj3_91,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,5
proj3_92,1,3,0,1,0,0,0,0,0,0,0,0,1,2,3,11
proj3_93,1,2,0,1,1,0,0,2,0,0,0,0,0,3,2,12
proj3_94,1,3,0,1,0,0,0,0,0,0,0,0,3,1,2,11
proj3_95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj3_96,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4
proj3_97,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4
proj3_98,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5
proj3_99,1,2,0,2,0,0,0,0,1,2,0,0,0,0,2,10
proj4_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
